日時	始値	高値	安値	終値	単純移動平均1/単純移動平均	単純移動平均2/単純移動平均	売買高/売買高+移動平均	単純移動平均1/売買高+移動平均	単純移動平均2/売買高+移動平均	
2019/02/18	28360	28450	28290	28350			2767			
2019/02/19	28350	28400	28220	28270			1849			
2019/02/20	28280	28460	28280	28340			1420			
2019/02/21	28460	28650	28390	28650			2464			
2019/02/22	28340	28370	28300	28360	28394.000		1187	1937.4		
2019/02/25	28580	28660	28550	28590	28442.000		1427	1669.4		
2019/02/26	28680	28700	28470	28520	28492.000		1648	1629.2		
2019/02/27	28500	28550	28440	28520	28528.000		2068	1758.8		
2019/02/28	28530	28560	28470	28490	28496.000		2044	1674.8		
2019/03/01	28520	28800	28520	28800	28584.000		1949	1827.2		
2019/03/04	29000	29050	28960	29010	28668.000		1753	1892.4		
2019/03/05	28650	28690	28540	28680	28700.000		9530	3468.8		
2019/03/06	28600	28600	28520	28520	28700.000		1164	3288		
2019/03/07	28440	28440	28340	28360	28674.000		1862	3251.6		
2019/03/08	28150	28220	27930	27940	28502.000		10422	4946.2		
2019/03/11	28000	28070	27870	28000	28300.000		2146	5024.8		
2019/03/12	28470	28480	28360	28430	28250.000		10091	5137		
2019/03/13	28240	28260	28090	28180	28182.000		3096	5523.4		
2019/03/14	28370	28460	28350	28420	28194.000		6201	6391.2		
2019/03/15	28450	28670	28450	28620	28330.000		8538	6014.4		
2019/03/18	28710	28730	28610	28720	28474.000		8414	7268		
2019/03/19	28750	28750	28680	28700	28528.000		5614	6372.6		
2019/03/20	28570	28690	28570	28640	28620.000		1029	5959.2		
2019/03/22	28630	28700	28530	28600	28656.000		1243	4967.6		
2019/03/25	27970	27980	27660	27820	28496.000	28461.200	2762	3812.4	3707.52	
2019/03/26	27920	28100	27920	28080	28368.000	28450.400	1346	2398.8	3650.68	
2019/03/27	28130	28260	28090	28230	28274.000	28448.800	1770	1630	3647.52	
2019/03/28	28090	28150	27940	27980	28142.000	28434.400	952	1614.6	3628.8	
2019/03/29	28370	28420	28340	28380	28098.000	28423.600	1448	1655.6	3588.16	
2019/04/01	28700	28900	28700	28800	28294.000	28441.200	2473	1597.8	3639.6	
2019/04/02	29130	29130	28960	28960	28470.000	28456.000	2822	1893	3695.4	
2019/04/03	28880	29100	28870	29080	28640.000	28478.400	2373	2013.6	3724.4	
2019/04/04	29120	29150	29000	29030	28850.000	28498.800	1365	2096.2	3696.28	
2019/04/05	29190	29300	29170	29280	29030.000	28530.400	2023	2211.2	3695.44	
2019/04/08	29270	29300	29100	29100	29090.000	28542.400	1225	1961.6	3666.48	
2019/04/09	29110	29180	29010	29040	29106.000	28543.600	833	1563.8	3629.68	
2019/04/10	28810	28890	28810	28870	29064.000	28551.200	2245	1538.2	3338.28	
2019/04/11	28900	28910	28850	28890	29036.000	28566.000	776	1420.4	3322.76	
2019/04/12	28990	29090	28990	29060	28992.000	28594.000	465	1108.8	3266.88	
2019/04/15	29450	29450	29330	29370	29046.000	28651.200	1653	1194.4	2916.12	
2019/04/16	29400	29420	29310	29350	29108.000	28705.200	1150	1257.8	2876.28	
2019/04/17	29390	29480	29370	29410	29216.000	28744.400	1653	1139.4	2538.76	
2019/04/18	29390	29440	29260	29260	29290.000	28787.600	1244	1233	2464.68	
2019/04/19	29500	29550	29500	29500	29378.000	28830.800	1619	1463.8	2281.4	
2019/04/22	29600	29660	29470	29490	29402.000	28865.600	1168	1366.8	1986.6	
2019/04/23	29530	29540	29410	29540	29440.000	28898.400	414	1219.6	1666.6	
2019/04/24	29650	29680	29570	29600	29478.000	28934.400	2157	1320.4	1528.32	
2019/04/25	29580	29650	29550	29590	29544.000	28972.400	1262	1324	1537.64	
2019/04/26	29400	29570	29270	29350	29514.000	29002.400	2218	1443.8	1576.64	
2019/05/07	29040	29040	28860	28900	29396.000	29045.600	3179	1846	1593.32	
2019/05/08	28490	28570	28410	28520	29192.000	29063.200	4742	2711.6	1729.16	
2019/05/09	28480	28500	28290	28360	28944.000	29068.400	2935	2867.2	1775.76	
2019/05/10	28240	28690	28020	28240	28674.000	29078.800	3960	3406.8	1896.08	
2019/05/13	28170	28190	28080	28160	28436.000	29070.000	1528	3268.8	1899.28	
2019/05/14	27550	27850	27470	27830	28222.000	29031.200	3965	3426	1958.96	
2019/05/15	28030	28070	27880	27970	28112.000	28991.600	4034	3284.4	2007.44	
2019/05/16	28040	28040	27880	27900	28020.000	28944.400	2044	3106.2	1994.28	
2019/05/17	28340	28400	28130	28180	28008.000	28910.400	1468	2607.8	1998.4	
2019/05/20	28370	28500	28330	28370	28050.000	28874.000	1355	2573.2	1971.68	
2019/05/21	28290	28370	28240	28340	28152.000	28843.600	862	1952.6	1957.16	
2019/05/22	28500	28540	28460	28480	28254.000	28821.200	1391	1424	1979.48	
2019/05/23	28350	28350	28170	28210	28316.000	28794.800	2474	1510	1988.64	
2019/05/24	27870	28020	27820	28010	28282.000	28759.600	6440	2504.4	2215.2	
2019/05/27	28050	28060	27910	27970	28202.000	28716.000	1033	2440	2237.92	
2019/05/28	28010	28090	28000	28020	28138.000	28662.000	277	2323	2182.88	
2019/05/29	27750	27750	27560	27660	27974.000	28594.400	4935	3031.8	2334.28	
2019/05/30	27480	27570	27320	27570	27846.000	28520.800	1536	2844.2	2329.6	
2019/05/31	27330	27330	27100	27110	27666.000	28434.800	2790	2114.2	2391.44	
2019/06/03	26720	26730	26580	26610	27394.000	28319.200	3886	2684.8	2482.12	
2019/06/04	26800	26860	26700	26790	27148.000	28211.200	1075	2844.4	2478.4	
2019/06/05	27430	27430	27360	27360	27088.000	28124.000	1243	2106	2511.56	
2019/06/06	27550	27690	27460	27460	27066.000	28038.400	1925	2183.8	2502.28	
2019/06/07	27790	27890	27770	27890	27222.000	27970.400	2507	2127.2	2552.08	
2019/06/10	28190	28250	28180	28240	27548.000	27926.000	1557	1661.4	2525.64	
2019/06/11	28210	28320	28130	28320	27854.000	27902.800	6639	2774.2	2664.04	
2019/06/12	28280	28280	28070	28070	27996.000	27884.800	1758	2877.2	2544.68	
2019/06/13	28170	28180	27930	28040	28112.000	27872.000	1512	2794.6	2487.76	
2019/06/14	28220	28270	28130	28270	28188.000	27873.200	1721	2637.4	2398.2	
2019/06/17	28340	28380	28280	28370	28214.000	27881.600	1040	2534	2378.68	
2019/06/18	28340	28350	28170	28200	28190.000	27896.400	770	1360.2	2250.88	
2019/06/19	28670	28710	28600	28600	28296.000	27921.600	7399	2488.4	2385.48	
2019/06/20	28690	28690	28510	28580	28404.000	27948.800	2044	2594.8	2385.48	
2019/06/21	28680	28710	28480	28560	28462.000	27964.000	4870	3224.6	2521.56	
2019/06/24	28550	28670	28550	28660	28520.000	27975.600	1812	3379	2539.84	
2019/06/25	28680	28690	28410	28510	28582.000	27982.400	1702	3565.4	2573.44	
2019/06/26	28390	28490	28350	28460	28554.000	27981.600	2403	2566.2	2613.92	
2019/06/27	28470	28710	28460	28710	28580.000	28001.600	1811	2519.6	2587.4	
2019/06/28	28680	28680	28560	28590	28586.000	28024.800	2529	2051.4	2430.96	
2019/07/01	29060	29100	28930	29100	28674.000	28070.000	7022	3093.4	2670.52	
2019/07/02	28900	28970	28850	28940	28760.000	28106.800	2435	3240	2756.84	
2019/07/03	28880	28900	28750	28840	28836.000	28154.000	1942	3147.8	2637.12	
2019/07/04	28990	29060	28960	29030	28900.000	28212.400	1532	3092	2636.96	
2019/07/05	29050	29120	29040	29090	29000.000	28291.600	1736	2933.4	2594.8	
2019/07/08	29110	29130	28990	28990	28978.000	28386.800	1764	1881.8	2509.92	
2019/07/09	28990	29120	28980	29030	28996.000	28476.400	1680	1730.8	2534.12	
2019/07/10	29110	29190	29110	29120	29052.000	28546.800	878	1518	2519.52	
2019/07/11	29120	29120	29010	29050	29056.000	28610.400	1312	1474	2495	
2019/07/12	29280	29450	29280	29390	29116.000	28670.400	4135	1953.8	2560.12	
2019/07/16	29540	29570	29410	29500	29218.000	28720.800	3230	2247	2627.04	
2019/07/17	29500	29600	29490	29600	29332.000	28772.000	2612	2433.4	2465.96	
2019/07/18	29430	29500	29180	29200	29348.000	28817.200	4808	3219.4	2587.96	
2019/07/19	29260	29450	29260	29450	29428.000	28873.600	2173	3391.6	2614.4	
2019/07/22	29250	29340	29220	29310	29412.000	28915.200	1180	2800.6	2592.76	
2019/07/23	29260	29460	29240	29410	29394.000	28956.800	2254	2605.4	2641.32	
2019/07/24	29590	29600	29530	29550	29384.000	29010.800	2003	2483.6	2690.64	
2019/07/25	29500	29510	29470	29510	29446.000	29047.200	3736	2269.2	2544.12	
2019/07/26	29440	29510	29440	29490	29454.000	29083.600	6409	3116.4	2718.72	
2019/07/29	29530	29530	29440	29470	29486.000	29120.000	1439	3168.2	2581.48	
2019/07/30	29620	29670	29550	29560	29516.000	29156.000	1612	3039.8	2573.48	
2019/07/31	29500	29640	29500	29600	29526.000	29199.600	6592	3957.6	2769.08	
2019/08/01	29200	29390	29140	29340	29492.000	29234.800	7866	4783.6	2987.6	
2019/08/02	28530	28550	28320	28470	29288.000	29225.200	8035	5108.8	3236.56	
2019/08/05	28240	28240	27640	27820	28958.000	29194.400	11806	7182.2	3607.64	
2019/08/06	26820	27820	26820	27450	28536.000	29128.400	15240	9907.8	3936.36	
2019/08/07	27650	27650	27440	27550	28126.000	29072.800	4003	9390	3999.08	
2019/08/08	26910	27490	26780	27300	27718.000	29011.200	10066	9830	4324.04	
2019/08/09	27430	27430	26940	26960	27416.000	28928.400	13829	10988.8	4815.92	
2019/08/13	26990	27010	26450	26470	27146.000	28823.600	8536	10334.8	5087.92	
2019/08/14	27090	27120	26940	27050	27066.000	28746.000	5941	8475	5255	
2019/08/15	26270	26330	26130	26240	26804.000	28634.400	20740	11822.4	6017.4	
2019/08/16	26320	26540	26240	26510	26646.000	28530.000	6587	11126.6	6245.76	
2019/08/19	26850	26880	26770	26880	26630.000	28443.200	6229	9606.6	6442.44	
2019/08/20	26950	27000	26880	26970	26730.000	28346.400	5902	9079.8	6513.12	
2019/08/21	26690	26840	26680	26830	26686.000	28239.600	2376	8366.8	6478.96	
2019/08/22	27110	27150	26940	26950	26828.000	28133.600	3537	4926.2	6515.96	
2019/08/23	27000	27170	27000	27170	26960.000	28052.400	2976	4204	6442.68	
2019/08/26	25980	26170	25860	26050	26794.000	27916.400	21654	7289	7221.92	
2019/08/27	26480	26580	26460	26460	26692.000	27802.400	12810	8670.6	7687.12	
2019/08/28	26430	26500	26320	26440	26614.000	27683.600	2056	8606.6	7679.2	
2019/08/29	26650	26700	26540	26580	26540.000	27564.800	3557	8610.6	7741.36	
2019/08/30	27060	27230	27060	27150	26536.000	27470.400	9745	9964.4	7981.72	
2019/09/02	27100	27100	26940	27040	26734.000	27372.400	3841	6401.8	7879	
2019/09/03	26990	27080	26940	27030	26848.000	27274.800	2108	4261.4	7905.76	
2019/09/04	26800	27060	26790	27030	26966.000	27173.600	2276	4305.4	7932.32	
2019/09/05	27160	27570	27160	27530	27156.000	27090.800	6930	4980	7945.84	
2019/09/06	27810	27810	27680	27700	27266.000	27025.200	6916	4414.2	7907.84	
2019/09/09	27780	27810	27720	27810	27420.000	26998.800	3691	4384.2	7734.08	
2019/09/10	27870	27950	27810	27820	27578.000	26998.800	4424	4847.4	7438.8	
2019/09/11	27950	28100	27930	28080	27788.000	27024.000	3722	5136.6	6978.08	
2019/09/12	28490	28560	28420	28450	27972.000	27060.000	11183	5987.2	7265.28	
2019/09/13	28480	28500	28420	28470	28126.000	27106.800	3465	5297	7001.24	
2019/09/17	28330	28390	28280	28290	28222.000	27160.000	3508	5260.4	6588.4	
2019/09/18	28390	28390	28310	28340	28326.000	27234.800	1745	4724.6	6316.76	
2019/09/19	28480	28510	28230	28290	28368.000	27284.400	1282	4236.6	6130.4	
2019/09/20	28320	28330	28260	28260	28330.000	27365.200	2200	2440	5388.8	
2019/09/24	28240	28240	28130	28200	28276.000	27432.800	1756	2098.2	5195.56	
2019/09/25	27900	27950	27810	27940	28206.000	27475.200	2764	1949.4	5056.96	
2019/09/26	28100	28120	28040	28050	28148.000	27518.400	2048	2010	4902.8	
2019/09/27	28030	28130	27960	28090	28108.000	27568.800	1172	1988	4854.64	
2019/09/30	28090	28200	28060	28060	28068.000	27613.200	2492	2046.4	4812.84	
2019/10/01	28230	28330	28190	28310	28090.000	27658.800	6439	2983	4951.36	
2019/10/02	27810	27840	27720	27790	28060.000	27728.400	18338	6097.8	4818.72	
2019/10/03	27140	27140	26990	27110	27872.000	27754.400	16715	9031.2	4974.92	
2019/10/04	27150	27200	27070	27190	27692.000	27784.400	3717	9540.2	5041.36	
2019/10/07	27390	27420	27330	27400	27560.000	27817.200	2461	9534	4997.52	
2019/10/08	27480	27690	27480	27670	27432.000	27838.000	2649	8776	4713.68	
2019/10/09	27180	27280	27140	27270	27328.000	27847.200	2734	5655.2	4669.4	
2019/10/10	27200	27520	27190	27440	27394.000	27863.600	3497	3011.6	4724.96	
2019/10/11	27750	27910	27740	27880	27532.000	27897.600	4574	3183	4816.88	
2019/10/15	28170	28220	28130	28220	27696.000	27925.200	8475	4385.8	4878.68	
2019/10/16	28520	28520	28370	28420	27846.000	27954.000	5109	4877.8	4806.4	
2019/10/17	28360	28440	28340	28410	28074.000	27978.000	2076	4746.2	4741.8	
2019/10/18	28470	28480	28360	28360	28258.000	27999.600	1917	4430.2	4641.52	
2019/10/21	28170	28260	28170	28200	28322.000	28004.400	1268	3769	4543.36	
2019/10/23	28200	28200	28060	28160	28310.000	27992.800	1834	2440.8	4169.4	
2019/10/24	28300	28300	28240	28290	28284.000	27985.600	1993	1817.6	4110.52	
2019/10/25	28220	28280	28210	28280	28258.000	27985.200	507	1503.8	3990.48	
2019/10/28	28430	28510	28420	28500	28286.000	27991.600	2566	1633.6	4023.32	
2019/10/29	28610	28690	28590	28640	28374.000	28005.600	1925	1765	4049.04	
2019/10/30	28640	28640	28560	28570	28456.000	28018.000	2056	1809.4	4043.28	
2019/10/31	28700	28740	28640	28710	28540.000	28038.400	2047	1820.2	4054.92	
2019/11/01	28380	28450	28270	28400	28564.000	28056.800	2138	2146.4	4029.88	
2019/11/05	28980	29030	28910	28960	28656.000	28093.200	4491	2531.4	4127.6	
2019/11/06	29050	29100	29000	29070	28742.000	28132.400	2559	2658.2	4183.08	
2019/11/07	28970	29020	28930	28950	28818.000	28168.000	1526	2552.2	4144.44	
2019/11/08	29320	29410	29270	29280	28932.000	28206.800	4666	3076	4073.52	
2019/11/11	29370	29370	29160	29200	29092.000	28263.200	2356	3119.6	3434.24	
2019/11/12	29260	29370	29260	29360	29172.000	28353.200	1128	2447	2810.76	
2019/11/13	29220	29250	29180	29250	29208.000	28435.600	1913	2317.8	2738.6	
2019/11/14	29300	29390	29260	29300	29278.000	28511.600	1873	2387.2	2715.08	
2019/11/15	29250	29400	29250	29400	29302.000	28580.800	2459	1945.8	2707.48	
2019/11/18	29470	29550	29470	29550	29372.000	28672.000	2305	1935.6	2690.32	
2019/11/19	29570	29580	29480	29570	29414.000	28757.200	1739	2057.8	2620	
2019/11/20	29380	29440	29320	29390	29442.000	28817.600	5934	2862	2674.4	
2019/11/21	29250	29330	29080	29310	29444.000	28861.200	4569	3401.2	2518.16	
2019/11/22	29290	29390	29260	29340	29432.000	28898.000	534	3016.2	2335.16	
2019/11/25	29540	29600	29500	29570	29436.000	28944.400	1358	2826.8	2306.44	
2019/11/26	29710	29860	29670	29720	29466.000	28998.800	2713	3021.6	2338.28	
2019/11/27	29830	29880	29800	29870	29562.000	29065.600	1566	2148	2350.2	
2019/11/28	29830	29890	29830	29840	29668.000	29132.800	2700	1774.2	2384.84	
2019/11/29	29910	29960	29850	29850	29770.000	29195.200	1976	2062.6	2384.16	
2019/12/02	29970	30100	29920	30050	29866.000	29266.000	5098	2810.6	2567.8	
2019/12/03	29580	29590	29390	29570	29836.000	29308.800	5807	3429.4	2697.44	
2019/12/04	29100	29130	28990	29100	29682.000	29327.200	12311	5578.4	3112.88	
2019/12/05	29300	29320	29220	29280	29570.000	29355.600	1827	5403.8	3103.72	
2019/12/06	29300	29350	29280	29290	29458.000	29378.800	1920	5392.6	3098.64	
2019/12/09	29590	29600	29530	29530	29354.000	29424.000	1573	4687.6	3076.04	
2019/12/10	29510	29520	29470	29510	29342.000	29446.000	772	3680.6	2927.28	
2019/12/11	29550	29550	29490	29530	29428.000	29464.400	555	1329.4	2847.12	
2019/12/12	29550	29550	29480	29540	29480.000	29488.000	786	1121.2	2817.52	
2019/12/13	30000	30150	29980	30150	29652.000	29522.800	6190	1975.2	2878.48	
2019/12/16	30000	30050	29980	29980	29742.000	29554.000	1712	2003	2852.72	
2019/12/17	30050	30150	30000	30100	29860.000	29583.600	1547	2158	2869.48	
2019/12/18	30100	30150	30050	30050	29964.000	29615.600	2136	2474.2	2878.4	
2019/12/19	30100	30150	30050	30050	30066.000	29645.600	1623	2641.6	2868.4	
2019/12/20	30200	30200	30150	30150	30066.000	29675.600	803	1564.2	2802.16	
2019/12/23	30300	30350	30250	30250	30120.000	29703.600	4183	2058.4	2877.28	
2019/12/24	30400	30400	30350	30350	30170.000	29734.800	2507	2250.4	2908	
2019/12/25	30350	30350	30250	30350	30230.000	29773.200	1767	2176.6	2741.32	
2019/12/26	30350	30400	30300	30400	30300.000	29816.800	840	2020	2592.16	
2019/12/27	30450	30600	30400	30550	30380.000	29865.200	2787	2416.8	2682.28	
2019/12/30	30500	30500	30350	30350	30400.000	29896.400	1949	1970	2705.92	
2020/01/06	29950	30050	29920	29980	30326.000	29906.800	5699	2608.4	2825.36	
2020/01/07	30150	30400	30150	30350	30326.000	29926.000	2403	2735.6	2858.84	
2020/01/08	29760	29980	29460	29910	30228.000	29928.800	8075	4182.6	3073.84	
2020/01/09	30500	30700	30500	30700	30258.000	29962.800	6535	4932.2	3256.2	
2020/01/10	30900	31000	30850	31000	30388.000	30000.800	2063	4955	3134.8	
2020/01/14	31000	31050	30900	30950	30582.000	30056.000	2153	4245.8	2988.64	
2020/01/15	30900	30900	30800	30850	30682.000	30126.000	2595	4284.2	2600	
2020/01/16	31050	31200	31050	31200	30940.000	30202.800	3050	3279.2	2648.92	
2020/01/17	31500	31500	31400	31400	31080.000	30287.200	2278	2427.8	2663.24	
2020/01/20	31500	31500	31400	31400	31160.000	30362.000	1143	2243.8	2646.04	
2020/01/21	31400	31450	31200	31250	31220.000	30431.600	4033	2619.8	2776.48	
2020/01/22	31300	31450	31250	31450	31340.000	30508.400	1504	2401.6	2814.44	
2020/01/23	31150	31200	31050	31050	31310.000	30568.800	4668	2725.2	2969.72	
2020/01/24	31150	31200	31050	31100	31250.000	30606.800	2568	2783.2	2824.84	
2020/01/27	30350	30550	30350	30400	31050.000	30623.600	11543	4863.2	3218.08	
2020/01/28	30250	30500	30250	30400	30880.000	30635.600	5820	5220.6	3389	
2020/01/29	30550	30700	30450	30650	30720.000	30659.600	6439	6207.6	3561.12	
2020/01/30	30550	30550	30250	30400	30590.000	30673.600	11600	7594	3960.2	
2020/01/31	30550	30750	30550	30700	30510.000	30695.600	3440	7768.4	4065.68	
2020/02/03	29910	30150	29860	30100	30450.000	30689.600	17954	9050.6	4616.52	
2020/02/04	30050	30350	30000	30350	30440.000	30689.600	7608	9408.2	4820.56	
2020/02/05	30750	30800	30600	30600	30430.000	30699.600	10054	10131.2	5152.04	
2020/02/06	31300	31600	31250	31550	30660.000	30745.600	19520	11715.2	5899.24	
2020/02/07	31450	31500	31300	31350	30790.000	30777.600	5289	12085	5999.32	
2020/02/10	30950	31200	30900	31150	31000.000	30809.600	5587	9611.6	6144.84	
2020/02/12	31400	31450	31300	31450	31220.000	30868.400	4994	9088.8	6116.64	
2020/02/13	31600	31650	31500	31500	31400.000	30914.400	4336	7945.2	6193.96	
2020/02/14	31500	31600	31450	31550	31400.000	30980.000	4751	4991.4	6061	
2020/02/17	31600	31600	31450	31550	31440.000	31014.000	3389	4611.4	5935.16	
2020/02/18	31500	31500	31300	31400	31490.000	31030.000	6032	4700.4	6093.92	
2020/02/19	31450	31550	31350	31500	31500.000	31052.000	7139	5129.4	6293.36	
2020/02/20	31850	31950	31750	31800	31560.000	31090.000	6480	5558.2	6448.76	
2020/02/21	31750	31900	31700	31700	31590.000	31110.000	6188	5845.6	6574.28	
2020/02/25	30400	31400	30350	31300	31540.000	31106.000	49470	15061.8	8461.96	
2020/02/26	30600	30600	29150	29420	31144.000	31026.800	61102	26075.8	10860.32	
2020/02/27	29040	29050	28500	28580	30560.000	30920.000	23349	29317.8	11632.96	
2020/02/28	27500	27600	26910	26910	29582.000	30738.400	37011	35424	13053.24	
2020/03/02	26960	27290	26450	27140	28670.000	30582.000	48659	43918.2	14812.88	
2020/03/03	28410	28410	27810	27810	27972.000	30450.400	38660	41756.2	16256.56	
2020/03/04	27120	27690	27090	27640	27616.000	30340.000	28674	35270.6	16941.8	
2020/03/05	28300	28350	28050	28240	27548.000	30253.600	20878	34776.4	17544.12	
2020/03/06	27290	27370	26650	26680	27502.000	30094.800	45192	36412.6	19094.24	
2020/03/09	25200	25310	24550	24570	26988.000	29861.600	40834	34847.6	20263.6	
2020/03/10	24550	26070	24140	26070	26640.000	29676.400	49237	36963	22095.48	
2020/03/11	25070	25370	24580	24580	26028.000	29455.600	32291	37686.4	22668.96	
2020/03/12	24080	24140	22580	23050	24990.000	29163.600	51545	43819.8	24426.44	
2020/03/13	21470	22700	20990	22250	24104.000	28829.600	64624	47706.2	26609.24	
2020/03/16	22790	22790	22140	22160	23622.000	28454.000	23414	44222.2	26765	
2020/03/17	21450	22540	21160	22160	22840.000	28086.400	61550	46684.8	29015.44	
2020/03/18	21510	21720	21000	21000	22124.000	27680.400	32794	46785.4	30103.72	
2020/03/19	21480	21640	20240	20470	21608.000	27241.200	41730	44822.4	31573.16	
2020/03/23	19770	19900	19540	19750	21108.000	26771.200	39328	39763.2	32972.84	
2020/03/24	20430	20860	20300	20780	20832.000	26340.400	45159	44112.2	34589.16	
2020/03/25	22410	22810	22200	22810	20962.000	25990.800	64094	44621	37017.36	
2020/03/26	22900	23280	22560	22650	21292.000	25640.800	42362	46534.6	38470.56	
2020/03/27	24040	24180	23220	23620	21922.000	25325.600	36951	45578.8	39663.04	
2020/03/30	22310	23100	22220	23030	22578.000	24974.800	23063	42325.8	40326.36	
2020/03/31	23590	23780	23320	23430	23108.000	24644.000	15257	36345.4	40689.12	
2020/04/01	22660	22790	22160	22240	22994.000	24281.600	16912	26909	39386.8	
2020/04/02	22130	22320	21930	22220	22908.000	23993.600	14229	21282.4	37511.88	
2020/04/03	22440	22590	22100	22270	22638.000	23741.200	9244	15741	36947.68	
2020/04/06	22590	23340	22590	23300	22692.000	23596.800	24040	15936.4	36428.84	
2020/04/07	24240	24300	23780	24120	22830.000	23476.000	20660	17017	35308.88	
2020/04/08	24010	24350	23650	24300	23242.000	23335.600	19641	17562.8	34548.12	
2020/04/09	24910	24960	24730	24880	23774.000	23225.200	21817	19080.4	34273.84	
2020/04/10	25020	25090	24880	25090	24338.000	23099.200	20176	21266.8	34245.76	
2020/04/13	24760	24820	24560	24600	24598.000	23016.000	12852	19029.2	32952.16	
2020/04/14	24600	25040	24500	24970	24768.000	23032.000	17847	18466.6	32032.68	
2020/04/15	25020	25030	24860	24900	24888.000	22985.200	7660	16070.4	30369.6	
2020/04/16	24500	24830	24410	24820	24876.000	22994.800	10797	13866.4	29509.84	
2020/04/17	25500	25630	25450	25610	24980.000	23097.200	27218	15274.8	28536.76	
2020/04/20	25300	25530	25250	25350	25130.000	23221.200	9940	14692.4	26349.4	
2020/04/21	24850	24970	24450	24500	25036.000	23314.800	20793	15281.6	26244.56	
2020/04/22	24290	24340	24080	24320	24920.000	23401.200	14847	16719	24376.44	
2020/04/23	24600	24700	24500	24670	24890.000	23548.000	14461	17451.8	23643.12	
2020/04/24	24550	24570	24420	24510	24670.000	23709.600	7601	13528.4	22277.96	
2020/04/27	24810	25180	24780	25140	24628.000	23925.200	12612	14062.8	21209.32	
2020/04/28	25230	25240	25070	25210	24770.000	24102.400	9458	11795.8	19781.28	
2020/04/30	25670	25840	25600	25750	25056.000	24220.000	20787	12983.8	18049	
2020/05/01	25220	25280	25020	25080	25138.000	24317.200	10685	12228.6	16781.92	
2020/05/07	24420	24630	24410	24600	25156.000	24356.400	9344	12577.2	15677.64	
2020/05/08	24890	25150	24890	25130	25154.000	24440.400	7192	11493.2	15042.8	
2020/05/11	25480	25600	25450	25460	25204.000	24521.600	13051	12211.8	14954.56	
2020/05/12	25360	25360	25100	25260	25106.000	24642.400	8918	9838	14634.8	
2020/05/13	24600	24820	24510	24740	25038.000	24743.200	14067	10514.4	14628.32	
2020/05/14	24300	24350	24150	24170	24952.000	24819.200	27211	14087.8	15347	
2020/05/15	24860	24900	24610	24720	24870.000	24876.000	11165	14882.4	14832	
2020/05/18	24870	24980	24850	24940	24766.000	24908.800	10234	14319	14414.96	
2020/05/19	25790	25810	25630	25750	24864.000	24966.800	25710	17677.4	14657.72	
2020/05/20	25550	25710	25510	25620	25040.000	24996.400	11953	17254.6	14263.16	
2020/05/21	25780	25790	25630	25670	25340.000	25019.600	8802	13572.8	13808.2	
2020/05/22	25770	25800	25400	25460	25488.000	25054.000	7974	12934.6	13613.08	
2020/05/25	25860	25900	25720	25880	25676.000	25090.400	8606	12609	13243.44	
2020/05/26	25990	26320	25950	26310	25788.000	25146.800	14279	10322.8	13508.2	
2020/05/27	26290	26530	26170	26440	25952.000	25211.600	13745	10681.2	13626.12	
2020/05/28	27020	27200	26950	27140	26246.000	25272.800	18808	12682.4	13289.72	
2020/05/29	26680	26700	26460	26530	26460.000	25320.000	14241	13935.8	13461.76	
2020/06/01	26560	26780	26550	26680	26620.000	25407.200	11291	14472.8	13081.68	
2020/06/02	26650	26790	26610	26790	26716.000	25506.000	13969	14410.8	13046.56	
2020/06/03	27430	27480	27310	27450	26918.000	25617.200	28349	17331.6	13602.08	
2020/06/04	28010	28030	27830	27920	27074.000	25753.600	18960	17362	14056.44	
2020/06/05	27990	28310	27940	28280	27424.000	25879.200	20353	18584.4	14366.08	
2020/06/08	29140	29150	28940	29050	27898.000	26032.800	21524	20631	14848.72	
2020/06/09	29160	29210	28970	29090	28358.000	26166.400	31806	24198.4	15289.48	
2020/06/10	28780	28920	28770	28800	28628.000	26315.200	22479	23024.4	15761.24	
2020/06/11	27990	28100	27700	27740	28592.000	26440.800	18916	23015.6	16144.12	
2020/06/12	26430	26860	26250	26840	28304.000	26509.200	68243	32593.6	18586.16	
2020/06/15	26480	26500	25820	25860	27666.000	26525.200	36277	35544.2	19515.2	
2020/06/16	27380	27730	27260	27600	27368.000	26618.800	33366	35856.2	20493.12	
2020/06/17	27700	27710	27420	27510	27110.000	26729.600	17360	34832.4	20624.84	
2020/06/18	27190	27220	26880	27170	26996.000	26849.600	14594	33968	20120.16	
2020/06/19	27450	27450	27190	27280	27084.000	26952.000	9536	22226.6	20055	
2020/06/22	26780	27040	26700	26880	27288.000	27029.600	11812	17333.6	20118.12	
2020/06/23	27370	27390	26790	27240	27216.000	27089.200	33372	17334.8	20424.6	
2020/06/24	27170	27340	27130	27260	27166.000	27154.800	4839	14830.6	20140.04	
2020/06/25	26650	26810	26470	26600	27052.000	27192.000	22270	16365.8	20678.76	
2020/06/26	26890	27020	26790	26900	26976.000	27249.600	20494	18557.4	21179.56	
2020/06/29	26200	26440	26140	26200	26840.000	27262.400	17257	19646.4	21525.6	
2020/06/30	26980	27080	26900	26900	26772.000	27286.000	16657	16303.4	21620.72	
2020/07/01	27160	27230	26960	26970	26714.000	27307.200	7474	16830.4	21369.88	
2020/07/02	26960	27070	26910	26980	26790.000	27300.800	7001	13776.6	20897.6	
