"統計名：","令和２年国勢調査 人口等基本集計　（主な内容：男女・年齢・配偶関係，世帯の構成，住居の状態，母子・父子世帯，国籍など）"
"表番号：","1-1-1"
"表題：","[総人口・総世帯数・男女・年齢・配偶関係] 男女別人口－全国，都道府県，市区町村（2000年（平成12年）市区町村含む）"
"実施年月：","2020年","10月"
"市区町村時点（年月日）：","-"

"***","当該数値がないもの"
"-","当該数値がないもの"

"","","","","","","/表章事項 コード","2020_01","2020_01","2020_01"
"","","","","","","/表章事項 補助コード","-","-","-"
"","","","","","","/表章事項","人口【人】","人口【人】","人口【人】"
"","","","","","","/男女 コード","0","1","2"
"","","","","","","/男女 補助コード","-","-","-"
"時間軸（年次） コード","時間軸（年次） 補助コード","時間軸（年次）","全国，都道府県，市区町村（2000年市区町村含む） コード","全国，都道府県，市区町村（2000年市区町村含む） 補助コード","全国，都道府県，市区町村（2000年市区町村含む）","/男女","総数","男","女"
"2020000000","","2020年","0244C","","（旧：南部町）","","4325","2037","2288"
"2020000000","","2020年","02447","","（旧：福地村）","","5723","2643","3080"
"2020000000","","2020年","02446","","階上町","","13496","6827","6669"
"2020000000","","2020年","02450","","新郷村","","2197","1069","1128"
"2020000000","","2020年","03000","","岩手県","","1210534","582952","627582"
"2020000000","","2020年","03201","","盛岡市","","289731","136919","152812"
"2020000000","","2020年","0320B","","（旧：盛岡市）","","278398","131484","146914"
"2020000000","","2020年","03307","","（旧：玉山村）","","11333","5435","5898"
"2020000000","","2020年","03202","","宮古市","","50369","24381","25988"
"2020000000","","2020年","0320C","","（旧：宮古市）","","43162","20836","22326"
"2020000000","","2020年","03481","","（旧：田老町）","","2729","1331","1398"
"2020000000","","2020年","03486","","（旧：新里村）","","2419","1185","1234"
"2020000000","","2020年","03487","","（旧：川井村）","","2059","1029","1030"
"2020000000","","2020年","03203","","大船渡市","","34728","16679","18049"
"2020000000","","2020年","0320D","","（旧：大船渡市）","","29171","13985","15186"
"2020000000","","2020年","03442","","（旧：三陸町）","","5557","2694","2863"
"2020000000","","2020年","03205","","花巻市","","93193","44423","48770"
"2020000000","","2020年","0320E","","（旧：花巻市）","","67147","32109","35038"
"2020000000","","2020年","03341","","（旧：大迫町）","","4686","2230","2456"
"2020000000","","2020年","03342","","（旧：石鳥谷町）","","13484","6344","7140"
"2020000000","","2020年","03361","","（旧：東和町）","","7876","3740","4136"
"2020000000","","2020年","03206","","北上市","","93045","46852","46193"
"2020000000","","2020年","03207","","久慈市","","33043","15883","17160"
"2020000000","","2020年","0320F","","（旧：久慈市）","","30830","14832","15998"
"2020000000","","2020年","03504","","（旧：山形村）","","2213","1051","1162"
"2020000000","","2020年","03208","","遠野市","","25366","12222","13144"
"2020000000","","2020年","0320G","","（旧：遠野市）","","21452","10362","11090"
"2020000000","","2020年","03462","","（旧：宮守村）","","3914","1860","2054"
"2020000000","","2020年","03209","","一関市","","111932","54254","57678"
"2020000000","","2020年","0320H","","（旧：一関市）","","55942","26989","28953"
"2020000000","","2020年","03401","","（旧：花泉町）","","12167","5864","6303"
"2020000000","","2020年","03421","","（旧：大東町）","","12318","6007","6311"
"2020000000","","2020年","03422","","（旧：藤沢町）","","7331","3621","3710"
"2020000000","","2020年","03423","","（旧：千厩町）","","10139","4997","5142"
"2020000000","","2020年","03424","","（旧：東山町）","","6161","2962","3199"
"2020000000","","2020年","03425","","（旧：室根村）","","4550","2175","2375"
"2020000000","","2020年","03426","","（旧：川崎村）","","3324","1639","1685"
"2020000000","","2020年","03210","","陸前高田市","","18262","8831","9431"
"2020000000","","2020年","03211","","釜石市","","32078","15369","16709"
"2020000000","","2020年","03213","","二戸市","","25513","11993","13520"
"2020000000","","2020年","0321B","","（旧：二戸市）","","21920","10281","11639"
"2020000000","","2020年","03521","","（旧：浄法寺町）","","3593","1712","1881"
"2020000000","","2020年","03214","","八幡平市","","24023","11509","12514"
"2020000000","","2020年","03304","","（旧：西根町）","","14629","7044","7585"
"2020000000","","2020年","03306","","（旧：松尾村）","","5342","2536","2806"
"2020000000","","2020年","03523","","（旧：安代町）","","4052","1929","2123"
"2020000000","","2020年","03215","","奥州市","","112937","54840","58097"
"2020000000","","2020年","03204","","（旧：水沢市）","","54787","26405","28382"
"2020000000","","2020年","03212","","（旧：江刺市）","","26945","13264","13681"
"2020000000","","2020年","03382","","（旧：前沢町）","","12933","6298","6635"
"2020000000","","2020年","03383","","（旧：胆沢町）","","14536","7068","7468"
"2020000000","","2020年","03384","","（旧：衣川村）","","3736","1805","1931"
"2020000000","","2020年","03216","","滝沢市","","55579","27146","28433"
"2020000000","","2020年","03305","","（旧：滝沢村）","","55579","27146","28433"
"2020000000","","2020年","03301","","雫石町","","15731","7505","8226"
"2020000000","","2020年","03302","","葛巻町","","5634","2731","2903"
"2020000000","","2020年","03303","","岩手町","","12285","5970","6315"
"2020000000","","2020年","03321","","紫波町","","32147","15390","16757"
"2020000000","","2020年","03322","","矢巾町","","28056","13337","14719"
"2020000000","","2020年","03366","","西和賀町","","5134","2380","2754"
"2020000000","","2020年","03363","","（旧：湯田町）","","2572","1183","1389"
"2020000000","","2020年","03365","","（旧：沢内村）","","2562","1197","1365"
"2020000000","","2020年","03381","","金ケ崎町","","15535","8030","7505"
"2020000000","","2020年","03402","","平泉町","","7252","3500","3752"
"2020000000","","2020年","03441","","住田町","","5045","2470","2575"
"2020000000","","2020年","03461","","大槌町","","11004","5234","5770"
"2020000000","","2020年","03482","","山田町","","14320","6898","7422"
"2020000000","","2020年","03483","","岩泉町","","8726","4327","4399"
"2020000000","","2020年","03484","","田野畑村","","3059","1527","1532"
"2020000000","","2020年","03485","","普代村","","2487","1244","1243"
"2020000000","","2020年","03501","","軽米町","","8421","4090","4331"
"2020000000","","2020年","03503","","野田村","","3936","1863","2073"
"2020000000","","2020年","03506","","九戸村","","5378","2556","2822"
"2020000000","","2020年","03507","","洋野町","","15091","7101","7990"
"2020000000","","2020年","03502","","（旧：種市町）","","10431","4852","5579"
"2020000000","","2020年","03505","","（旧：大野村）","","4660","2249","2411"
"2020000000","","2020年","03524","","一戸町","","11494","5498","5996"
"2020000000","","2020年","04000","","宮城県","","2301996","1122598","1179398"
"2020000000","","2020年","04100","","仙台市","","1096704","531617","565087"
"2020000000","","2020年","04101","","仙台市青葉区","","311590","150932","160658"
"2020000000","","2020年","04102","","仙台市宮城野区","","196732","96341","100391"
"2020000000","","2020年","04103","","仙台市若林区","","141475","69633","71842"
"2020000000","","2020年","04104","","仙台市太白区","","234758","112968","121790"
"2020000000","","2020年","04105","","仙台市泉区","","212149","101743","110406"
"2020000000","","2020年","04202","","石巻市","","140151","68338","71813"
"2020000000","","2020年","0420B","","（旧：石巻市）","","99904","48687","51217"
"2020000000","","2020年","04561","","（旧：河北町）","","9878","4809","5069"
"2020000000","","2020年","04563","","（旧：雄勝町）","","1031","484","547"
"2020000000","","2020年","04564","","（旧：河南町）","","18481","8933","9548"
"2020000000","","2020年","04565","","（旧：桃生町）","","6629","3282","3347"
"2020000000","","2020年","04567","","（旧：北上町）","","2135","1045","1090"
"2020000000","","2020年","04582","","（旧：牡鹿町）","","2093","1098","995"
"2020000000","","2020年","04203","","塩竈市","","52203","24877","27326"
"2020000000","","2020年","04205","","気仙沼市","","61147","29905","31242"
"2020000000","","2020年","0420C","","（旧：気仙沼市）","","46207","22659","23548"
"2020000000","","2020年","04603","","（旧：本吉町）","","9294","4516","4778"
"2020000000","","2020年","04604","","（旧：唐桑町）","","5646","2730","2916"
"2020000000","","2020年","04206","","白石市","","32758","15976","16782"
"2020000000","","2020年","04207","","名取市","","78718","38567","40151"
"2020000000","","2020年","04208","","角田市","","27976","13797","14179"
"2020000000","","2020年","04209","","多賀城市","","62827","31359","31468"
"2020000000","","2020年","04211","","岩沼市","","44068","21684","22384"
"2020000000","","2020年","04212","","登米市","","76037","37163","38874"
"2020000000","","2020年","04541","","（旧：迫町）","","19741","9668","10073"
"2020000000","","2020年","04542","","（旧：登米町）","","4532","2167","2365"
"2020000000","","2020年","04543","","（旧：東和町）","","5760","2835","2925"
"2020000000","","2020年","04544","","（旧：中田町）","","15243","7418","7825"
"2020000000","","2020年","04545","","（旧：豊里町）","","6332","3102","3230"
"2020000000","","2020年","04546","","（旧：米山町）","","8528","4210","4318"
"2020000000","","2020年","04547","","（旧：石越町）","","4588","2270","2318"
"2020000000","","2020年","04548","","（旧：南方町）","","8288","4049","4239"
"2020000000","","2020年","04602","","（旧：津山町）","","3025","1444","1581"
"2020000000","","2020年","04213","","栗原市","","64637","31134","33503"
"2020000000","","2020年","04521","","（旧：築館町）","","13180","6503","6677"
"2020000000","","2020年","04522","","（旧：若柳町）","","11434","5422","6012"
"2020000000","","2020年","04523","","（旧：栗駒町）","","9859","4769","5090"
"2020000000","","2020年","04524","","（旧：高清水町）","","3484","1623","1861"
"2020000000","","2020年","04525","","（旧：一迫町）","","6736","3228","3508"
"2020000000","","2020年","04526","","（旧：瀬峰町）","","4145","1986","2159"
"2020000000","","2020年","04527","","（旧：鶯沢町）","","2079","964","1115"
"2020000000","","2020年","04528","","（旧：金成町）","","6284","3049","3235"
"2020000000","","2020年","04529","","（旧：志波姫町）","","6536","3154","3382"
"2020000000","","2020年","04530","","（旧：花山村）","","900","436","464"
"2020000000","","2020年","04214","","東松島市","","39098","19089","20009"
"2020000000","","2020年","04562","","（旧：矢本町）","","31035","15149","15886"
"2020000000","","2020年","04566","","（旧：鳴瀬町）","","8063","3940","4123"
"2020000000","","2020年","04215","","大崎市","","127330","62429","64901"
"2020000000","","2020年","04204","","（旧：古川市）","","77694","38219","39475"
"2020000000","","2020年","04461","","（旧：松山町）","","5663","2726","2937"
"2020000000","","2020年","04462","","（旧：三本木町）","","7468","3728","3740"
"2020000000","","2020年","04463","","（旧：鹿島台町）","","11241","5399","5842"
"2020000000","","2020年","04481","","（旧：岩出山町）","","9852","4823","5029"
"2020000000","","2020年","04482","","（旧：鳴子町）","","5368","2562","2806"
"2020000000","","2020年","04502","","（旧：田尻町）","","10044","4972","5072"
"2020000000","","2020年","04216","","富谷市","","51651","25091","26560"
"2020000000","","2020年","04423","","（旧：富谷町）","","51651","25091","26560"
"2020000000","","2020年","04301","","蔵王町","","11418","5569","5849"
"2020000000","","2020年","04302","","七ヶ宿町","","1262","620","642"
"2020000000","","2020年","04321","","大河原町","","23571","11530","12041"
"2020000000","","2020年","04322","","村田町","","10666","5293","5373"
"2020000000","","2020年","04323","","柴田町","","38271","19342","18929"
"2020000000","","2020年","04324","","川崎町","","8345","4100","4245"
"2020000000","","2020年","04341","","丸森町","","12262","6117","6145"
"2020000000","","2020年","04361","","亘理町","","33087","16212","16875"
"2020000000","","2020年","04362","","山元町","","12046","5978","6068"
"2020000000","","2020年","04401","","松島町","","13323","6414","6909"
"2020000000","","2020年","04404","","七ヶ浜町","","18132","9024","9108"
"2020000000","","2020年","04406","","利府町","","35182","17162","18020"
"2020000000","","2020年","04421","","大和町","","28786","14979","13807"
"2020000000","","2020年","04422","","大郷町","","7813","3814","3999"
"2020000000","","2020年","04424","","大衡村","","5849","2938","2911"
"2020000000","","2020年","04444","","色麻町","","6698","3246","3452"
"2020000000","","2020年","04445","","加美町","","21943","10767","11176"
"2020000000","","2020年","04441","","（旧：中新田町）","","12038","5899","6139"
"2020000000","","2020年","04442","","（旧：小野田町）","","5639","2812","2827"
"2020000000","","2020年","04443","","（旧：宮崎町）","","4266","2056","2210"
"2020000000","","2020年","04501","","涌谷町","","15388","7520","7868"
"2020000000","","2020年","04505","","美里町","","23994","11616","12378"
"2020000000","","2020年","04503","","（旧：小牛田町）","","18728","9095","9633"
"2020000000","","2020年","04504","","（旧：南郷町）","","5266","2521","2745"
"2020000000","","2020年","04581","","女川町","","6430","3351","3079"
"2020000000","","2020年","04606","","南三陸町","","12225","5980","6245"
"2020000000","","2020年","04601","","（旧：志津川町）","","8132","3940","4192"
"2020000000","","2020年","04605","","（旧：歌津町）","","4093","2040","2053"
"2020000000","","2020年","05000","","秋田県","","959502","452439","507063"
"2020000000","","2020年","05201","","秋田市","","307672","145411","162261"
"2020000000","","2020年","0520B","","（旧：秋田市）","","294392","139065","155327"
"2020000000","","2020年","05381","","（旧：河辺町）","","7819","3673","4146"
"2020000000","","2020年","05382","","（旧：雄和町）","","5461","2673","2788"
"2020000000","","2020年","05202","","能代市","","49968","22932","27036"
"2020000000","","2020年","0520C","","（旧：能代市）","","42117","19323","22794"
"2020000000","","2020年","05342","","（旧：二ツ井町）","","7851","3609","4242"
"2020000000","","2020年","05203","","横手市","","85555","40326","45229"
"2020000000","","2020年","0520D","","（旧：横手市）","","34797","16422","18375"
"2020000000","","2020年","05441","","（旧：増田町）","","6309","2984","3325"
"2020000000","","2020年","05442","","（旧：平鹿町）","","11449","5336","6113"
"2020000000","","2020年","05443","","（旧：雄物川町）","","8279","3916","4363"
"2020000000","","2020年","05444","","（旧：大森町）","","5634","2583","3051"
"2020000000","","2020年","05445","","（旧：十文字町）","","11756","5580","6176"
"2020000000","","2020年","05446","","（旧：山内村）","","3006","1432","1574"
"2020000000","","2020年","05447","","（旧：大雄村）","","4325","2073","2252"
"2020000000","","2020年","05204","","大館市","","69237","32551","36686"
"2020000000","","2020年","0520E","","（旧：大館市）","","54812","25668","29144"
"2020000000","","2020年","05322","","（旧：比内町）","","8926","4260","4666"
"2020000000","","2020年","05325","","（旧：田代町）","","5499","2623","2876"
"2020000000","","2020年","05206","","男鹿市","","25154","11860","13294"
"2020000000","","2020年","0520F","","（旧：男鹿市）","","20409","9598","10811"
"2020000000","","2020年","05367","","（旧：若美町）","","4745","2262","2483"
"2020000000","","2020年","05207","","湯沢市","","42091","20115","21976"
"2020000000","","2020年","0520G","","（旧：湯沢市）","","26425","12566","13859"
"2020000000","","2020年","05461","","（旧：稲川町）","","7485","3590","3895"
"2020000000","","2020年","05462","","（旧：雄勝町）","","6183","2986","3197"
"2020000000","","2020年","05465","","（旧：皆瀬村）","","1998","973","1025"
"2020000000","","2020年","05209","","鹿角市","","29088","13684","15404"
"2020000000","","2020年","05210","","由利本荘市","","74707","35842","38865"
"2020000000","","2020年","05205","","（旧：本荘市）","","41923","20195","21728"
"2020000000","","2020年","05404","","（旧：矢島町）","","4059","1932","2127"
"2020000000","","2020年","05405","","（旧：岩城町）","","5099","2382","2717"
"2020000000","","2020年","05406","","（旧：由利町）","","4228","1993","2235"
"2020000000","","2020年","05407","","（旧：西目町）","","5669","2694","2975"
"2020000000","","2020年","05408","","（旧：鳥海町）","","4018","1933","2085"
"2020000000","","2020年","05409","","（旧：東由利町）","","2985","1459","1526"
"2020000000","","2020年","05410","","（旧：大内町）","","6726","3254","3472"
"2020000000","","2020年","05211","","潟上市","","31720","14967","16753"
"2020000000","","2020年","05362","","（旧：昭和町）","","6738","3092","3646"
"2020000000","","2020年","05364","","（旧：飯田川町）","","3826","1764","2062"
"2020000000","","2020年","05365","","（旧：天王町）","","21156","10111","11045"
"2020000000","","2020年","05212","","大仙市","","77657","36287","41370"
"2020000000","","2020年","05208","","（旧：大曲市）","","35180","16458","18722"
"2020000000","","2020年","05421","","（旧：神岡町）","","4759","2170","2589"
"2020000000","","2020年","05422","","（旧：西仙北町）","","7428","3439","3989"
"2020000000","","2020年","05425","","（旧：中仙町）","","8518","4057","4461"
"2020000000","","2020年","05427","","（旧：協和町）","","6290","2951","3339"
"2020000000","","2020年","05428","","（旧：南外村）","","3128","1459","1669"
"2020000000","","2020年","05429","","（旧：仙北町）","","6644","3101","3543"
"2020000000","","2020年","05431","","（旧：太田町）","","5710","2652","3058"
"2020000000","","2020年","05213","","北秋田市","","30198","14157","16041"
"2020000000","","2020年","05321","","（旧：鷹巣町）","","16805","7907","8898"
"2020000000","","2020年","05323","","（旧：森吉町）","","5180","2418","2762"
